,buying,maint,doors,persons,lug_boot,safety,rating
1101,med,med,2,more,med,low,unacc
1104,med,med,2,more,big,low,unacc
1107,med,med,3,2,small,low,unacc
1108,med,med,3,2,small,med,unacc
1110,med,med,3,2,med,low,unacc
1111,med,med,3,2,med,med,unacc
1113,med,med,3,2,big,low,unacc
1114,med,med,3,2,big,med,unacc
1115,med,med,3,2,big,high,unacc
1116,med,med,3,4,small,low,unacc
1119,med,med,3,4,med,low,unacc
1122,med,med,3,4,big,low,unacc
1125,med,med,3,more,small,low,unacc
1128,med,med,3,more,med,low,unacc
1131,med,med,3,more,big,low,unacc
1134,med,med,4,2,small,low,unacc
1136,med,med,4,2,small,high,unacc
1137,med,med,4,2,med,low,unacc
1138,med,med,4,2,med,med,unacc
1139,med,med,4,2,med,high,unacc
1140,med,med,4,2,big,low,unacc
1141,med,med,4,2,big,med,unacc
1142,med,med,4,2,big,high,unacc
1143,med,med,4,4,small,low,unacc
1146,med,med,4,4,med,low,unacc
1149,med,med,4,4,big,low,unacc
1152,med,med,4,more,small,low,unacc
1155,med,med,4,more,med,low,unacc
1158,med,med,4,more,big,low,unacc
1161,med,med,5more,2,small,low,unacc
1162,med,med,5more,2,small,med,unacc
1163,med,med,5more,2,small,high,unacc
1165,med,med,5more,2,med,med,unacc
1166,med,med,5more,2,med,high,unacc
1167,med,med,5more,2,big,low,unacc
1170,med,med,5more,4,small,low,unacc
1173,med,med,5more,4,med,low,unacc
1176,med,med,5more,4,big,low,unacc
1179,med,med,5more,more,small,low,unacc
1182,med,med,5more,more,med,low,unacc
1185,med,med,5more,more,big,low,unacc
1188,med,low,2,2,small,low,unacc
1189,med,low,2,2,small,med,unacc
1192,med,low,2,2,med,med,unacc
1195,med,low,2,2,big,med,unacc
1197,med,low,2,4,small,low,unacc
1203,med,low,2,4,big,low,unacc
1206,med,low,2,more,small,low,unacc
1207,med,low,2,more,small,med,unacc
1208,med,low,2,more,small,high,unacc
1215,med,low,3,2,small,low,unacc
1216,med,low,3,2,small,med,unacc
1217,med,low,3,2,small,high,unacc
1218,med,low,3,2,med,low,unacc
1219,med,low,3,2,med,med,unacc
1220,med,low,3,2,med,high,unacc
1223,med,low,3,2,big,high,unacc
1227,med,low,3,4,med,low,unacc
1233,med,low,3,more,small,low,unacc
1236,med,low,3,more,med,low,unacc
1242,med,low,4,2,small,low,unacc
1245,med,low,4,2,med,low,unacc
1246,med,low,4,2,med,med,unacc
1248,med,low,4,2,big,low,unacc
1249,med,low,4,2,big,med,unacc
1250,med,low,4,2,big,high,unacc
1251,med,low,4,4,small,low,unacc
1254,med,low,4,4,med,low,unacc
1260,med,low,4,more,small,low,unacc
1266,med,low,4,more,big,low,unacc
1271,med,low,5more,2,small,high,unacc
1272,med,low,5more,2,med,low,unacc
1273,med,low,5more,2,med,med,unacc
1274,med,low,5more,2,med,high,unacc
1275,med,low,5more,2,big,low,unacc
1277,med,low,5more,2,big,high,unacc
1278,med,low,5more,4,small,low,unacc
1281,med,low,5more,4,med,low,unacc
1284,med,low,5more,4,big,low,unacc
1290,med,low,5more,more,med,low,unacc
1293,med,low,5more,more,big,low,unacc
1296,low,vhigh,2,2,small,low,unacc
1298,low,vhigh,2,2,small,high,unacc
1299,low,vhigh,2,2,med,low,unacc
1300,low,vhigh,2,2,med,med,unacc
1301,low,vhigh,2,2,med,high,unacc
1303,low,vhigh,2,2,big,med,unacc
1304,low,vhigh,2,2,big,high,unacc
1309,low,vhigh,2,4,med,med,unacc
1311,low,vhigh,2,4,big,low,unacc
1315,low,vhigh,2,more,small,med,unacc
1316,low,vhigh,2,more,small,high,unacc
1317,low,vhigh,2,more,med,low,unacc
1318,low,vhigh,2,more,med,med,unacc
1323,low,vhigh,3,2,small,low,unacc
1324,low,vhigh,3,2,small,med,unacc
1325,low,vhigh,3,2,small,high,unacc
1326,low,vhigh,3,2,med,low,unacc
1327,low,vhigh,3,2,med,med,unacc
1328,low,vhigh,3,2,med,high,unacc
1329,low,vhigh,3,2,big,low,unacc
1330,low,vhigh,3,2,big,med,unacc
1331,low,vhigh,3,2,big,high,unacc
1332,low,vhigh,3,4,small,low,unacc
1335,low,vhigh,3,4,med,low,unacc
1336,low,vhigh,3,4,med,med,unacc
1338,low,vhigh,3,4,big,low,unacc
1341,low,vhigh,3,more,small,low,unacc
1347,low,vhigh,3,more,big,low,unacc
1350,low,vhigh,4,2,small,low,unacc
1351,low,vhigh,4,2,small,med,unacc
1352,low,vhigh,4,2,small,high,unacc
1353,low,vhigh,4,2,med,low,unacc
1354,low,vhigh,4,2,med,med,unacc
1355,low,vhigh,4,2,med,high,unacc
1356,low,vhigh,4,2,big,low,unacc
1357,low,vhigh,4,2,big,med,unacc
1358,low,vhigh,4,2,big,high,unacc
1359,low,vhigh,4,4,small,low,unacc
1362,low,vhigh,4,4,med,low,unacc
1368,low,vhigh,4,more,small,low,unacc
1369,low,vhigh,4,more,small,med,unacc
1371,low,vhigh,4,more,med,low,unacc
1374,low,vhigh,4,more,big,low,unacc
1377,low,vhigh,5more,2,small,low,unacc
1378,low,vhigh,5more,2,small,med,unacc
1379,low,vhigh,5more,2,small,high,unacc
1381,low,vhigh,5more,2,med,med,unacc
1382,low,vhigh,5more,2,med,high,unacc
1384,low,vhigh,5more,2,big,med,unacc
1385,low,vhigh,5more,2,big,high,unacc
1386,low,vhigh,5more,4,small,low,unacc
1392,low,vhigh,5more,4,big,low,unacc
1395,low,vhigh,5more,more,small,low,unacc
1396,low,vhigh,5more,more,small,med,unacc
1398,low,vhigh,5more,more,med,low,unacc
1401,low,vhigh,5more,more,big,low,unacc
1404,low,high,2,2,small,low,unacc
1406,low,high,2,2,small,high,unacc
1407,low,high,2,2,med,low,unacc
1408,low,high,2,2,med,med,unacc
1410,low,high,2,2,big,low,unacc
1411,low,high,2,2,big,med,unacc
1413,low,high,2,4,small,low,unacc
1416,low,high,2,4,med,low,unacc
1419,low,high,2,4,big,low,unacc
1422,low,high,2,more,small,low,unacc
1423,low,high,2,more,small,med,unacc
1425,low,high,2,more,med,low,unacc
1428,low,high,2,more,big,low,unacc
1431,low,high,3,2,small,low,unacc
1434,low,high,3,2,med,low,unacc
1436,low,high,3,2,med,high,unacc
1438,low,high,3,2,big,med,unacc
1439,low,high,3,2,big,high,unacc
1440,low,high,3,4,small,low,unacc
1446,low,high,3,4,big,low,unacc
1449,low,high,3,more,small,low,unacc
1452,low,high,3,more,med,low,unacc
1458,low,high,4,2,small,low,unacc
1459,low,high,4,2,small,med,unacc
1461,low,high,4,2,med,low,unacc
1462,low,high,4,2,med,med,unacc
1463,low,high,4,2,med,high,unacc
1464,low,high,4,2,big,low,unacc
1465,low,high,4,2,big,med,unacc
1466,low,high,4,2,big,high,unacc
1467,low,high,4,4,small,low,unacc
1470,low,high,4,4,med,low,unacc
1473,low,high,4,4,big,low,unacc
1476,low,high,4,more,small,low,unacc
1479,low,high,4,more,med,low,unacc
1482,low,high,4,more,big,low,unacc
1485,low,high,5more,2,small,low,unacc
1486,low,high,5more,2,small,med,unacc
1489,low,high,5more,2,med,med,unacc
1500,low,high,5more,4,big,low,unacc
1506,low,high,5more,more,med,low,unacc
1509,low,high,5more,more,big,low,unacc
1512,low,med,2,2,small,low,unacc
1514,low,med,2,2,small,high,unacc
1515,low,med,2,2,med,low,unacc
1516,low,med,2,2,med,med,unacc
1518,low,med,2,2,big,low,unacc
1519,low,med,2,2,big,med,unacc
1520,low,med,2,2,big,high,unacc
1521,low,med,2,4,small,low,unacc
1524,low,med,2,4,med,low,unacc
1527,low,med,2,4,big,low,unacc
1530,low,med,2,more,small,low,unacc
1532,low,med,2,more,small,high,unacc
1533,low,med,2,more,med,low,unacc
1536,low,med,2,more,big,low,unacc
1539,low,med,3,2,small,low,unacc
1540,low,med,3,2,small,med,unacc
1541,low,med,3,2,small,high,unacc
1542,low,med,3,2,med,low,unacc
1543,low,med,3,2,med,med,unacc
1547,low,med,3,2,big,high,unacc
1548,low,med,3,4,small,low,unacc
1551,low,med,3,4,med,low,unacc
1554,low,med,3,4,big,low,unacc
1557,low,med,3,more,small,low,unacc
1563,low,med,3,more,big,low,unacc
1566,low,med,4,2,small,low,unacc
1568,low,med,4,2,small,high,unacc
1569,low,med,4,2,med,low,unacc
1570,low,med,4,2,med,med,unacc
1571,low,med,4,2,med,high,unacc
1572,low,med,4,2,big,low,unacc
1573,low,med,4,2,big,med,unacc
1574,low,med,4,2,big,high,unacc
1578,low,med,4,4,med,low,unacc
1581,low,med,4,4,big,low,unacc
1584,low,med,4,more,small,low,unacc
1587,low,med,4,more,med,low,unacc
1590,low,med,4,more,big,low,unacc
1593,low,med,5more,2,small,low,unacc
1594,low,med,5more,2,small,med,unacc
1597,low,med,5more,2,med,med,unacc
1598,low,med,5more,2,med,high,unacc
1599,low,med,5more,2,big,low,unacc
1601,low,med,5more,2,big,high,unacc
1602,low,med,5more,4,small,low,unacc
1605,low,med,5more,4,med,low,unacc
1608,low,med,5more,4,big,low,unacc
1617,low,med,5more,more,big,low,unacc
1621,low,low,2,2,small,med,unacc
1622,low,low,2,2,small,high,unacc
1623,low,low,2,2,med,low,unacc
1624,low,low,2,2,med,med,unacc
1625,low,low,2,2,med,high,unacc
1627,low,low,2,2,big,med,unacc
1628,low,low,2,2,big,high,unacc
1629,low,low,2,4,small,low,unacc
1632,low,low,2,4,med,low,unacc
1635,low,low,2,4,big,low,unacc
1639,low,low,2,more,small,med,unacc
1640,low,low,2,more,small,high,unacc
1641,low,low,2,more,med,low,unacc
1649,low,low,3,2,small,high,unacc
1650,low,low,3,2,med,low,unacc
1651,low,low,3,2,med,med,unacc
1652,low,low,3,2,med,high,unacc
1653,low,low,3,2,big,low,unacc
1654,low,low,3,2,big,med,unacc
1655,low,low,3,2,big,high,unacc
1656,low,low,3,4,small,low,unacc
1662,low,low,3,4,big,low,unacc
1665,low,low,3,more,small,low,unacc
1668,low,low,3,more,med,low,unacc
1671,low,low,3,more,big,low,unacc
1675,low,low,4,2,small,med,unacc
1676,low,low,4,2,small,high,unacc
1678,low,low,4,2,med,med,unacc
1680,low,low,4,2,big,low,unacc
1681,low,low,4,2,big,med,unacc
1682,low,low,4,2,big,high,unacc
1683,low,low,4,4,small,low,unacc
1689,low,low,4,4,big,low,unacc
1692,low,low,4,more,small,low,unacc
1695,low,low,4,more,med,low,unacc
1698,low,low,4,more,big,low,unacc
1701,low,low,5more,2,small,low,unacc
1702,low,low,5more,2,small,med,unacc
1703,low,low,5more,2,small,high,unacc
1704,low,low,5more,2,med,low,unacc
1705,low,low,5more,2,med,med,unacc
1707,low,low,5more,2,big,low,unacc
1708,low,low,5more,2,big,med,unacc
1710,low,low,5more,4,small,low,unacc
1716,low,low,5more,4,big,low,unacc
1719,low,low,5more,more,small,low,unacc
1722,low,low,5more,more,med,low,unacc
1725,low,low,5more,more,big,low,unacc
